date, tBidSz, tBid, tAsk, tAskSz, fvTurn, trdPrc, trdSz, onBidSz, onAskSz, time, anchor(4), event, turnMove, fvSpot, spotMove, delta, upDelta, sumUpDelta(10), avgUp(10), up(10)from, sumUpDelta(20), avgUp(20), up(20)from, dnDelta, sumDnDelta(10), avgDn(10), dn(10)from, sumDnDelta(20), avgDn(20), dn(20)from, upCnt, totSumUp, totAvgUp, totUpFrom, dnCnt, totSumDn, totAvgDn, totDnFrom, 
20140815, 334, 194275, 194300, 568, 194284,  ,  , 263093, 237521, 10:55:32.0, 194300, dn, -1.25, 15.1458, 0.66533, 0.532264,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 0.532264, 8.3155, 0.83155, 10:51:1.0, 15.8007, 0.790034, 10:41:48.0, 11, 6.4938, 0.590345, 9:28:6.0, 25, 18.2723, 0.73089, 9:40:0.0, 
20140815, 176, 194175, 194200, 139, 194189,  ,  , 266189, 238474, 10:55:34.0, 194200, dn, -1, 15.1701, 0.485057, 0.485057,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 0.485057, 7.77178, 0.777178, 10:51:56.0, 15.6847, 0.784233, 10:42:26.0, 11, 6.4938, 0.590345, 9:28:6.0, 26, 18.7573, 0.721435, 9:40:0.0, 
20140815, 124, 194300, 194325, 330, 194307,  ,  , 266732, 241637, 10:55:38.0, 194300, up, 1, 15.1365, -0.671508, 0.671508, 0.671508, 6.28201, 0.628201, 9:53:43.0, 7.16531, 0, 0:0:0.0,  , 7.77178, 0.777178, 10:51:56.0, 15.6847, 0.784233, 10:42:26.0, 12, 7.16531, 0.597109, 9:28:6.0, 26, 18.7573, 0.721435, 9:40:0.0, 
20140815, 190, 194400, 194425, 339, 194409,  ,  , 284419, 247066, 10:56:28.0, 194400, up, 1, 15.0949, -0.832012, 0.832012, 0.832012, 6.80441, 0.680441, 10:4:1.0, 7.99732, 0, 0:0:0.0,  , 7.77178, 0.777178, 10:51:56.0, 15.6847, 0.784233, 10:42:26.0, 13, 7.99732, 0.615178, 9:28:6.0, 26, 18.7573, 0.721435, 9:40:0.0, 
20140815, 141, 194500, 194525, 765, 194504,  ,  , 289190, 250481, 10:56:47.0, 194500, up, 1, 15.0832, -0.234225, 0.234225, 0.234225, 6.21348, 0.621348, 10:18:38.0, 8.23154, 0, 0:0:0.0,  , 7.77178, 0.777178, 10:51:56.0, 15.6847, 0.784233, 10:42:26.0, 14, 8.23154, 0.587967, 9:28:6.0, 26, 18.7573, 0.721435, 9:40:0.0, 
20140815, 91, 194600, 194625, 304, 194606,  ,  , 290055, 257226, 10:56:59.0, 194600, up, 1, 15.0535, -0.593011, 0.593011, 0.593011, 6.22746, 0.622746, 10:31:40.0, 8.82455, 0, 0:0:0.0,  , 7.77178, 0.777178, 10:51:56.0, 15.6847, 0.784233, 10:42:26.0, 15, 8.82455, 0.588304, 9:28:6.0, 26, 18.7573, 0.721435, 9:40:0.0, 
20140815, 331, 194475, 194500, 9, 194499,  ,  , 294543, 257245, 10:57:8.0, 194500, dn, -1, 15.0611, 0.151254, 0.151254,  , 6.22746, 0.622746, 10:31:40.0, 8.82455, 0, 0:0:0.0, 0.151254, 7.24291, 0.724291, 10:53:2.0, 15.7456, 0.787278, 10:42:54.0, 15, 8.82455, 0.588304, 9:28:6.0, 27, 18.9086, 0.700317, 9:40:0.0, 
20140815, 271, 194375, 194400, 523, 194384,  ,  , 297146, 261750, 10:57:29.0, 194400, dn, -1, 15.1053, 0.884005, 0.884005,  , 6.22746, 0.622746, 10:31:40.0, 8.82455, 0, 0:0:0.0, 0.884005, 8.05137, 0.805137, 10:53:28.0, 15.6768, 0.783838, 10:44:14.0, 15, 8.82455, 0.588304, 9:28:6.0, 28, 19.7926, 0.706877, 9:40:0.0, 
20140815, 37, 194500, 194525, 207, 194504,  ,  , 297298, 266715, 10:57:49.0, 194500, up, 1, 15.0902, -0.301682, 0.301682, 0.301682, 5.92006, 0.592006, 10:43:18.0, 9.12624, 0, 0:0:0.0,  , 8.05137, 0.805137, 10:53:28.0, 15.6768, 0.783838, 10:44:14.0, 16, 9.12624, 0.57039, 9:28:6.0, 28, 19.7926, 0.706877, 9:40:0.0, 
20140815, 64, 194600, 194625, 347, 194604,  ,  , 299613, 268271, 10:58:3.0, 194600, up, 1, 15.0248, -1.30953, 1.30953, 1.30953, 6.92737, 0.692737, 10:45:24.0, 10.4358, 0, 0:0:0.0,  , 8.05137, 0.805137, 10:53:28.0, 15.6768, 0.783838, 10:44:14.0, 17, 10.4358, 0.613869, 9:28:6.0, 28, 19.7926, 0.706877, 9:40:0.0, 
20140815, 300, 194475, 194500, 163, 194491,  ,  , 302907, 268279, 10:58:20.0, 194500, dn, -1, 15.0406, 0.317258, 0.317258,  , 6.92737, 0.692737, 10:45:24.0, 10.4358, 0, 0:0:0.0, 0.317258, 6.74264, 0.674264, 10:53:32.0, 15.704, 0.785199, 10:44:38.0, 17, 10.4358, 0.613869, 9:28:6.0, 29, 20.1098, 0.693442, 9:40:0.0, 
20140815, 253, 194600, 194625, 218, 194613,  ,  , 302942, 270063, 10:58:33.0, 194600, up, 1, 15.0141, -0.529666, 0.529666, 0.529666, 6.94494, 0.694494, 10:47:32.0, 10.9654, 0, 0:0:0.0,  , 6.74264, 0.674264, 10:53:32.0, 15.704, 0.785199, 10:44:38.0, 18, 10.9654, 0.609191, 9:28:6.0, 29, 20.1098, 0.693442, 9:40:0.0, 
20140815, 297, 194475, 194500, 59, 194496,  ,  , 305655, 270217, 10:58:44.0, 194500, dn, -1, 15.04, 0.516834, 0.516834,  , 6.94494, 0.694494, 10:47:32.0, 10.9654, 0, 0:0:0.0, 0.516834, 6.97668, 0.697668, 10:54:37.0, 15.8712, 0.793559, 10:45:6.0, 18, 10.9654, 0.609191, 9:28:6.0, 30, 20.6267, 0.687555, 9:40:0.0, 
20140815, 39, 194600, 194625, 234, 194604,  ,  , 305791, 273006, 10:59:1.0, 194600, up, 1, 15.0374, -0.0523165, 0.0523165, 0.0523165, 6.49593, 0.649593, 10:47:51.0, 11.0177, 0, 0:0:0.0,  , 6.97668, 0.697668, 10:54:37.0, 15.8712, 0.793559, 10:45:6.0, 19, 11.0177, 0.579881, 9:28:6.0, 30, 20.6267, 0.687555, 9:40:0.0, 
20140815, 207, 194700, 194725, 437, 194708,  ,  , 308337, 276056, 10:59:32.0, 194700, up, 1, 14.973, -1.28681, 1.28681, 1.28681, 6.46762, 0.646762, 10:51:28.0, 12.3046, 0.615228, 9:28:6.0,  , 6.97668, 0.697668, 10:54:37.0, 15.8712, 0.793559, 10:45:6.0, 20, 12.3046, 0.615228, 9:28:6.0, 30, 20.6267, 0.687555, 9:40:0.0, 
20140815, 171, 194800, 194825, 422, 194807,  ,  , 308701, 278817, 10:59:40.0, 194800, up, 1, 14.9493, -0.473611, 0.473611, 0.473611, 6.28437, 0.628437, 10:55:38.0, 12.7816, 0.639079, 9:49:22.0,  , 6.97668, 0.697668, 10:54:37.0, 15.8712, 0.793559, 10:45:6.0, 21, 12.7782, 0.608484, 9:28:6.0, 30, 20.6267, 0.687555, 9:40:0.0, 
20140815, 355, 194675, 194700, 45, 194697,  ,  , 315888, 280687, 11:0:14.0, 194700, dn, -1, 14.9976, 0.965836, 0.965836,  , 6.28437, 0.628437, 10:55:38.0, 12.7816, 0.639079, 9:49:22.0, 0.965836, 6.82575, 0.682575, 10:55:14.0, 15.6125, 0.780624, 10:46:32.0, 21, 12.7782, 0.608484, 9:28:6.0, 31, 21.5925, 0.696532, 9:40:0.0, 
20140815, 244, 194800, 194825, 170, 194815,  ,  , 324270, 289725, 11:2:1.0, 194800, up, 1, 14.9002, -1.9482, 1.9482, 1.9482, 7.56106, 0.756106, 10:56:28.0, 13.8431, 0.692154, 9:53:43.0,  , 6.82575, 0.682575, 10:55:14.0, 15.6125, 0.780624, 10:46:32.0, 22, 14.7264, 0.66938, 9:28:6.0, 31, 21.5925, 0.696532, 9:40:0.0, 
20140815, 143, 194900, 194925, 441, 194906,  ,  , 324849, 292124, 11:2:5.0, 194900, up, 1, 14.856, -0.88386, 0.88386, 0.88386, 7.61291, 0.761291, 10:56:47.0, 14.4173, 0.720866, 10:4:1.0,  , 6.82575, 0.682575, 10:55:14.0, 15.6125, 0.780624, 10:46:32.0, 23, 15.6102, 0.678706, 9:28:6.0, 31, 21.5925, 0.696532, 9:40:0.0, 
20140815, 336, 194775, 194800, 25, 194798,  ,  , 328645, 294538, 11:2:25.0, 194800, dn, -1, 14.9188, 1.25555, 1.25555,  , 7.61291, 0.761291, 10:56:47.0, 14.4173, 0.720866, 10:4:1.0, 1.25555, 6.32544, 0.632544, 10:55:24.0, 15.8833, 0.794165, 10:46:40.0, 23, 15.6102, 0.678706, 9:28:6.0, 32, 22.848, 0.714001, 9:40:0.0, 
20140815, 383, 194900, 194925, 687, 194909,  ,  , 328645, 296988, 11:2:31.0, 194900, up, 1, 14.8927, -0.521573, 0.521573, 0.521573, 7.90026, 0.790026, 10:56:59.0, 14.1137, 0.705687, 10:18:38.0,  , 6.32544, 0.632544, 10:55:24.0, 15.8833, 0.794165, 10:46:40.0, 24, 16.1318, 0.672158, 9:28:6.0, 32, 22.848, 0.714001, 9:40:0.0, 
20140815, 299, 194775, 194800, 137, 194792,  ,  , 331153, 296988, 11:2:42.0, 194800, dn, -1, 14.9441, 1.02683, 1.02683,  , 7.90026, 0.790026, 10:56:59.0, 14.1137, 0.705687, 10:18:38.0, 1.02683, 6.93493, 0.693493, 10:55:28.0, 16.6041, 0.830203, 10:47:21.0, 24, 16.1318, 0.672158, 9:28:6.0, 33, 23.8749, 0.723481, 9:40:0.0, 
20140815, 243, 194675, 194700, 66, 194695,  ,  , 332498, 300186, 11:3:24.0, 194700, dn, -1, 14.9981, 1.08121, 1.08121,  , 7.90026, 0.790026, 10:56:59.0, 14.1137, 0.705687, 10:18:38.0, 1.08121, 7.2161, 0.72161, 10:55:32.0, 16.101, 0.805052, 10:49:44.0, 24, 16.1318, 0.672158, 9:28:6.0, 34, 24.9561, 0.734003, 9:40:0.0, 
20140815, 173, 194575, 194600, 121, 194590,  ,  , 341971, 305391, 11:5:35.0, 194600, dn, -1, 15.0101, 0.239992, 0.239992,  , 7.90026, 0.790026, 10:56:59.0, 14.1137, 0.705687, 10:18:38.0, 0.239992, 6.92383, 0.692383, 10:55:34.0, 15.2393, 0.761967, 10:51:1.0, 24, 16.1318, 0.672158, 9:28:6.0, 35, 25.1961, 0.719888, 9:40:0.0, 
20140815, 256, 194475, 194500, 198, 194489,  ,  , 344158, 308398, 11:6:14.0, 194500, dn, -1, 15.081, 1.41779, 1.41779,  , 7.90026, 0.790026, 10:56:59.0, 14.1137, 0.705687, 10:18:38.0, 1.41779, 7.85656, 0.785656, 10:57:8.0, 15.6283, 0.781417, 10:51:56.0, 24, 16.1318, 0.672158, 9:28:6.0, 36, 26.6139, 0.739274, 9:40:0.0, 
20140815, 8, 194600, 194625, 190, 194601,  ,  , 344200, 311409, 11:6:23.0, 194600, up, 1, 15.0344, -0.932783, 0.932783, 0.932783, 8.24003, 0.824003, 10:57:49.0, 14.4675, 0.723374, 10:31:40.0,  , 7.85656, 0.785656, 10:57:8.0, 15.6283, 0.781417, 10:51:56.0, 25, 17.0646, 0.682583, 9:28:6.0, 36, 26.6139, 0.739274, 9:40:0.0, 
